movie_id, movie title , release date , video release date , IMDb URL , unknown , Action , Adventure , Animation , Children's , Comedy , Crime , Documentary , Drama , Fantasy , Film-Noir , Horror , Musical , Mystery , Romance , Sci-Fi , Thriller , War , Western , description, tagline, studio 
747,Benny & Joon,01-Jan-1993,,http://us.imdb.com/M/title-exact?Benny%20&%20Joon%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.",A romance on the brink of reality.,Metro-Goldwyn-Mayer
748,Saint- The,14-Mar-1997,,http://us.imdb.com/M/title-exact?Saint%2C%20The%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,Metro-Goldwyn-Mayer
749,MatchMaker- The,01-Jan-1997,,http://us.imdb.com/M/title-exact?Matchmaker%2C+The+,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Metro-Goldwyn-Mayer
750,Amistad,18-Dec-1997,,http://us.imdb.com/M/title-exact?imdb-title-118607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Amistad is about a 1839 mutiny on board a slave ship that is traveling towards the Northeast Coast of America. Much of the story involves a court-room drama about the slave who led the revolt.",,
751,Tomorrow Never Dies,01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-120347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium. --- The 18th film from the legendary James Bond series, starring Pierce Brosnan.",The Man. The Number. The License...are all back.,Danjag S.A.
752,Replacement Killers- The,06-Feb-1998,,http://us.imdb.com/M/title-exact?Replacement+Killers%2C+The+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Danjag S.A.
753,Burnt By the Sun,01-Jan-1994,,http://us.imdb.com/M/title-exact?Utomlyonnye%20Solntsem%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Danjag S.A.
754,Red Corner,01-Jan-1997,,http://us.imdb.com/M/title-exact?Red+Corner+,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"An American attorney on business in China, ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country.",,
755,Jumanji,01-Jan-1995,,http://us.imdb.com/M/title-exact?Jumanji%20,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",Roll the dice and unleash the excitement!,Interscope Communications
756,Father of the Bride Part II,01-Jan-1995,,http://us.imdb.com/M/title-exact?Father%20of%20the%20Bride%20Part%20II%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Family trouble continues to plague George Banks. Having survived his daughter's marriage in the first film, he must now deal with her pregnancy. To complicate matters, his wife Nina is pregnant as well!",Just When His World Is Back To Normal... He's In For The Surprise Of His Life!,
757,Across the Sea of Time,01-Jan-1995,,http://us.imdb.com/M/title-exact?Across%20The%20Sea%20of%20Time%20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,
758,Lawnmower Man 2: Beyond Cyberspace,01-Jan-1996,,http://us.imdb.com/M/title-exact?Lawnmower%20Man%202:%20Beyond%20Cyberspace%20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",,
759,Fair Game,01-Jan-1995,,http://us.imdb.com/M/title-exact?Fair%20Game%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No overview found.",,
760,Screamers,01-Jan-1995,,http://us.imdb.com/M/title-exact?Screamers%20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.  ",,
761,Nick of Time,01-Jan-1995,,http://us.imdb.com/M/title-exact?Nick%20of%20Time%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones. ",,Paramount Pictures
762,Beautiful Girls,09-Feb-1996,,http://us.imdb.com/M/title-exact?Beautiful%20Girls%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A piano player (played by Timothy Hutton), at a crossroads in his life, returns to his hometown for a high school reunion, where he finds that his classmates are not very successful in life either, especially not in love. His heart, however, is captured by a young girl who is only thirteen but an ""old soul"" (played by Natalie Portman).",,
763,Happy Gilmore,16-Feb-1996,,http://us.imdb.com/M/title-exact?Happy%20Gilmore%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",He doesn't play golf... he destroys it.,
764,If Lucy Fell,08-Mar-1996,,http://us.imdb.com/M/title-exact?If%20Lucy%20Fell%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",,
765,Boomerang,01-Jan-1992,,http://us.imdb.com/M/title-exact?Boomerang%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill. ",A Player Who's About To Be Played.,
766,Man of the Year,01-Mar-1996,,http://us.imdb.com/M/title-exact?Man%20of%20the%20Year%20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"A comedian who hosts a news satire program decides to run for president, and a computerized voting machine malfunction gets him elected.",,
767,Addiction- The,01-Jan-1995,,http://us.imdb.com/M/title-exact?Addiction-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
768,Casper,01-Jan-1995,,http://us.imdb.com/M/title-exact?Casper%20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"James Harvey is a ghost doctor hired by Carrigan Crittendon to rid Whipstaff Manor of spirits so she can find a treasure trove rumored to be hidden there. But her plan backfires when James's daughter Kat befriends Casper, the friendly phantom who inhabits the place along with The Ghostly Trio, who disdain humans.",Get an afterlife,
769,Congo,01-Jan-1995,,http://us.imdb.com/M/title-exact?Congo%20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",Where you are the endangered species.,
770,Devil in a Blue Dress,01-Jan-1995,,http://us.imdb.com/M/title-exact?Devil%20in%20a%20Blue%20Dress%20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"It is 1948 in LA. Ezikeal ""Easy"" Rawlins is an African-American World War II veteran that is hired to find a woman and gets mixed up in a murderous political scandal.",,Clinica Estetico
771,Johnny Mnemonic,01-Jan-1995,,http://us.imdb.com/M/title-exact?Johnny%20Mnemonic%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"The year is 2021, and half of the Earth's population is suffering from the disease known as Nerve Attenuation Syndrome (NAS). Johnny, a mnemonic data courier, is hired to carry 320 gigabytes of crucial information to safety from the Pharmacom corporation. Pursued by Yakuza agents and a crazed cyborg, Johnny must deliver the data or die in twenty-four hours.",,
772,Kids,01-Jan-1995,,http://us.imdb.com/M/title-exact?Kids%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A controversial portrayal of teens in New York City which exposes a world which is deeply disturbing. The film focuses on a freckled boy Telly, whose idea of safe sex is to have sex with only virgins. But one girl from one of his past unprotected passion test positive for HIV, and soon finds him making love yet to another unsuspecting girl ",,
773,Mute Witness,01-Jan-1994,,http://us.imdb.com/M/title-exact?Mute%20Witness%20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
774,Prophecy- The,01-Jan-1995,,http://us.imdb.com/M/title-exact?Prophecy-%20The%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
775,Something to Talk About,01-Jan-1995,,http://us.imdb.com/M/title-exact?Something%20to%20Talk%20About%20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"In one of her best-ever roles, Julia Roberts is Grace, whose reaction to the infidelities of Eddie (Dennis Quaid) turns the lives and loves of the people around her into something like falling dominoes. Robert Duvall, Gena Rowlands, Kyra Sedgwick and others in ""the year's best ensemble of characters"" (Jack Matthews, 'Newsday') co-star in this juicy,  truthful story written by Callie Khouri",,
776,Three Wishes,01-Jan-1995,,http://us.imdb.com/M/title-exact?Three%20Wishes%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
777,Castle Freak,01-Jan-1995,,http://us.imdb.com/M/title-exact?Castle%20Freak%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"John has inherited a castle and Italy and he moves there with his wife Susan and their blind daughter Rebecca. What they don't realize is that there is somebody else in the castle. An abused child left to die in the basement who has now become the castle freak and is out to wreak havoc.",,Full Moon Entertainment
778,Don Juan DeMarco,01-Jan-1995,,http://us.imdb.com/M/title-exact?Don%20Juan%20DeMarco%20and%20the%20Centerfold%20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"A young man, masked and capeclad, believes himself to be Don Juan DeMarco, the greatest lover in the world. While undergoing psyciatric treatment for his delusion, he seduces all who surround him.",,New Line Cinema
779,Drop Zone,01-Jan-1994,,http://us.imdb.com/M/title-exact?Drop%20Zone%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A team of skydiving crooks led by DEA-agent-turned-bad Busey specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Snipes lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Butler so he can track them down. ",,Paramount Pictures
780,Dumb & Dumber,01-Jan-1994,,http://us.imdb.com/M/title-exact?Dumb%20&%20Dumber%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.","What the one doesn\u2019t have, the other is missing.",New Line Cinema
781,French Kiss,01-Jan-1995,,http://us.imdb.com/M/title-exact?French%20Kiss%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"French Kiss is director Kasdan\u2019s best film since the Bodyguard. The plot involves a couple in love and one woman\u2019s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.",,20th Century Fox
782,Little Odessa,01-Jan-1994,,http://us.imdb.com/M/title-exact?Little%20Odessa%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,20th Century Fox
783,Milk Money,01-Jan-1994,,http://us.imdb.com/M/title-exact?Milk%20Money%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Young Frank and his pals get an idea for the ultimate in excitement. They decide to pool their savings, bicycle to the nearby Big City, and hire some woman of the streets to strip for them. Things do not work out that simply, but they do meet V, a Hooker With A Heart Of Gold, who ends up giving them a ride home",,
784,Beyond Bedlam,01-Jan-1993,,http://us.imdb.com/Title?Beyond+Bedlam+,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,
785,Only You,01-Jan-1994,,http://us.imdb.com/M/title-exact?Only%20You%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Destiny. Faith (Marisa Tomei) believes that two soul-mates can be united if they find each other, from the Ouija board.",,
786,Perez Family- The,01-Jan-1995,,http://us.imdb.com/M/title-exact?Perez%20Family-%20The%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,
787,Roommates,01-Jan-1995,,http://us.imdb.com/M/title-exact?Roommates%20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
788,Relative Fear,01-Jan-1994,,http://us.imdb.com/M/title-exact?Relative%20Fear%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,
789,Swimming with Sharks,01-Jan-1995,,http://us.imdb.com/M/title-exact?Swimming%20with%20Sharks%20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
790,Tommy Boy,01-Jan-1995,,http://us.imdb.com/M/title-exact?Tommy%20Boy%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day.","If at first you don't succeed, lower your standards.",
791,Baby-Sitters Club- The,01-Jan-1995,,http://us.imdb.com/M/title-exact?Baby-Sitters%20Club-%20The%20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
792,Bullets Over Broadway,01-Jan-1994,,http://us.imdb.com/M/title-exact?Bullets%20Over%20Broadway%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Elle",,
793,Crooklyn,01-Jan-1994,,http://us.imdb.com/M/title-exact?Crooklyn%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
794,It Could Happen to You,01-Jan-1994,,http://us.imdb.com/M/title-exact?It%20Could%20Happen%20to%20You%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Charlie Lang has no other ambition in life than being a good new yorker cop and a nice guy. Muriel, his wife is a hairdresser. Charlie plays the lottery. One day, in a cafeteria, Charlie offers as a tip to a lovely waitress, Yvonne, to share his winnings if the lottery numbers come out. When he learns he has won $ 4 million, he intends to keep his promise; Muriel disagrees.",,
795,Richie Rich,01-Jan-1994,,http://us.imdb.com/M/title-exact?Richie%20Rich%20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
796,Speechless,01-Jan-1994,,http://us.imdb.com/M/title-exact?Speechless%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"A romantic comedy.  Michael Keaton and Geena Davis are speechwriters for competing political campaigns.  Witty and amusing for the political junkies amongst us.",,
797,Timecop,01-Jan-1994,,http://us.imdb.com/M/title-exact?Timecop%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",,Dark Horse Entertainment
798,Bad Company,01-Jan-1995,,http://us.imdb.com/M/title-exact?Bad%20Company%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",,Jerry Bruckheimer Films
799,Boys Life,01-Jan-1995,,http://us.imdb.com/M/title-exact?Boys%20Life%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Jerry Bruckheimer Films
800,In the Mouth of Madness,01-Jan-1995,,http://us.imdb.com/M/title-exact?In%20the%20Mouth%20of%20Madness%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.",,New Line Cinema
801,Air Up There- The,01-Jan-1994,,http://us.imdb.com/M/title-exact?Air%20Up%20There-%20The%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,New Line Cinema
802,Hard Target,01-Jan-1993,,http://us.imdb.com/M/title-exact?Hard%20Target%20,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Natasha Binder comes to New Orleans looking for her father, who has gone missing. In doing so, she meets a very hard man called Chance. He helps her find out that her father was killed by an organisation who sell the opportunity to hunt human prey. They are taking advantage of a police strike in New Orleans. Will the Muscles from Brussels win through?",,Alphaville Films
803,Heaven & Earth,01-Jan-1993,,http://us.imdb.com/M/title-exact?Heaven%20&%20Earth%20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,Alphaville Films
804,Jimmy Hollywood,01-Jan-1994,,http://us.imdb.com/M/title-exact?Jimmy%20Hollywood%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Alphaville Films
805,Manhattan Murder Mystery,01-Jan-1993,,http://us.imdb.com/M/title-exact?Manhattan%20Murder%20Mystery%20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.",,
806,Menace II Society,01-Jan-1993,,http://us.imdb.com/M/title-exact?Menace%20II%20Society%20,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.",,
807,Poetic Justice,01-Jan-1993,,http://us.imdb.com/M/title-exact?Poetic%20Justice%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No overview found.",,New Deal Productions
808,Program- The,01-Jan-1993,,http://us.imdb.com/M/title-exact?Program-%20The%20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,New Deal Productions
809,Rising Sun,01-Jan-1993,,http://us.imdb.com/M/title-exact?Rising%20Sun%20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"A Los Angeles special liaison officer (Snipes) is called in to investigate the murder of a call-girl in the boardroom of a Japanese corporation. Accompanied by a detective with unusual knowledge of the Japanese culture (Connery), the two men must unravel the mystery behind the murder by entering an underground ""shadow world"" of futuristic technology, ancient ways and confusing loyalties.",,20th Century Fox
810,Shadow- The,01-Jan-1994,,http://us.imdb.com/M/title-exact?Shadow-%20The%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20th Century Fox
811,Thirty-Two Short Films About Glenn Gould,01-Jan-1993,,http://us.imdb.com/M/title-exact?Thirty-Two%20Short%20Films%20About%20Glenn%20Gould%20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,20th Century Fox
812,Andre,01-Jan-1994,,http://us.imdb.com/M/title-exact?Andre%20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20th Century Fox
813,Celluloid Closet- The,15-Mar-1996,,http://us.imdb.com/M/title-exact?Celluloid%20Closet-%20The%20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,20th Century Fox
814,Great Day in Harlem- A,01-Jan-1994,,http://us.imdb.com/M/title-exact?Great%20Day%20in%20Harlem-%20A%20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,20th Century Fox
815,One Fine Day,30-Nov-1996,,http://us.imdb.com/M/title-exact?One%20Fine%20Day%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each mus",,20th Century Fox
816,Candyman: Farewell to the Flesh,01-Jan-1995,,http://us.imdb.com/M/title-exact?Candyman:%20Farewell%20to%20the%20Flesh%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",,
817,Frisk,29-Mar-1996,,http://us.imdb.com/M/title-exact?Frisk%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
818,Girl 6,22-Mar-1996,,http://us.imdb.com/M/title-exact?Girl%206%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
819,Eddie,31-May-1996,,http://us.imdb.com/M/title-exact?Eddie%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima ",The newest coach in the NBA has got the Knicks right where she wants them.,
820,Space Jam,15-Nov-1996,,http://us.imdb.com/M/title-exact?Space%20Jam%20,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Space Jam is the animated\/live action film starring Michael Jordan and Bugs Bunny. The film follows Jordan from a brief glimpse at his childhood up to his professional basketball career where he meets Bugs Bunny and the rest of the Looney Tune characters who decide to cause a little mischief on the court. The film won a Grammy for Best Song by R. Kelly 'I believe I can fly.'",Get ready to jam.,Warner Bros. Entertainment
821,Mrs. Winterbourne,19-Apr-1996,,http://us.imdb.com/M/title-exact?Mrs.%20Winterbourne%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Warner Bros. Entertainment
822,Faces,01-Jan-1968,,http://us.imdb.com/M/title-exact?Faces%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Director Cassavetes created Faces after his first experimental film Shadows. In the style of Cinema Verite the film tells the story of a marriage right before a divorce.",,Maurice McEndree Productions
823,Mulholland Falls,26-Apr-1996,,http://us.imdb.com/M/title-exact?Mulholland%20Falls%20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"This film is about the adventures of a 1940's special anti-gangster police squad in Los Angeles, the infamous 'Hat Squad.' The four members of this squad are big, tough, no-nonsense cops who don't hesitate to break the law, if it suits their purposes.",,
824,Great White Hype- The,03-May-1996,,http://us.imdb.com/M/title-exact?Great%20White%20Hype-%20The%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
825,Arrival- The,31-May-1996,,http://us.imdb.com/M/title-exact?Arrival-%20The%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,
826,Phantom- The,07-Jun-1996,,http://us.imdb.com/M/title-exact?Phantom-%20The%20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
827,Daylight,06-Dec-1996,,http://us.imdb.com/M/title-exact?Daylight%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"When an explosion seals off a commuter tunnel, the survivors are faced with toxic fumes, fires and the impending collapse of the tunnel. Their only hope lies in the hands of Kit Latura (Stallone), a former Emergency Medical Services chief who is haunted by a tragic past. As the walls cave in and the tunnel fills up with water, Latura risks his own life to save others and prevent further disaster.",,Universal Pictures
828,Alaska,21-Aug-1996,,http://us.imdb.com/M/title-exact?Alaska%20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Universal Pictures
829,Fled,19-Jul-1996,,http://us.imdb.com/M/title-exact?Fled%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Two prisoners chained together flee during an escape attempt gone bad.",,Metro-Goldwyn-Mayer (MGM)
830,Power 98,17-May-1996,,http://us.imdb.com/M/title-exact?Power%2098%20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,Metro-Goldwyn-Mayer (MGM)
831,Escape from L.A.,09-Aug-1996,,http://us.imdb.com/M/title-exact?Escape%20from%20L.A.%20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",Snake Is Back.,Paramount Pictures
832,Bogus,06-Sep-1996,,http://us.imdb.com/M/title-exact?Bogus%20,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"No overview found.",,New Regency Pictures
833,Bulletproof,06-Sep-1996,,http://us.imdb.com/M/title-exact?Bulletproof%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",Tough cop. Hostile witness.,Universal Pictures
834,Halloween: The Curse of Michael Myers,01-Jan-1995,,http://us.imdb.com/M/title-exact?Halloween:%20The%20Curse%20of%20Michael%20Myers%20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,
835,Gay Divorcee- The,01-Jan-1934,,http://us.imdb.com/M/title-exact?Gay%20Divorcee%2C%20The%20%281934%29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,,
836,Ninotchka,01-Jan-1939,,http://us.imdb.com/M/title-exact?Ninotchka%20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.",,Metro-Goldwyn-Mayer (MGM)
837,Meet John Doe,01-Jan-1941,,http://us.imdb.com/M/title-exact?Meet%20John%20Doe%20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Metro-Goldwyn-Mayer (MGM)
838,In the Line of Duty 2,30-Aug-1996,,http://us.imdb.com/M/title-exact?In%20the%20Line%20of%20Duty%202%20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Metro-Goldwyn-Mayer (MGM)
